,date,speaker,title,party,media,score,field,subject,link,knesset,gender,main-quote
72,20/08/2018,אלי כהן,על ירידת מדד מחירי המזון,כולנו,103FM,mostly untrue,כלכלה,יוקר המחיה,https://www.thewhistle.co.il/feed/YXylJ7Z0w2,הכנסת ה-20,male,"""במהלך השנתיים האחרונות גם המחירים ירדו ב-5.5% אחרי עשור של עלייה"""
73,09/12/2018,אלי כהן,על השינויים בשוק הפארם בתקופת כהונתו,כולנו,רשת,mostly untrue,כלכלה,יוקר המחיה,https://www.thewhistle.co.il/feed/NR0d2veyBV,הכנסת ה-20,male,"""לפני כשנה הייתה רק רשת אחת, הייתה סופר פארם. עכשיו יש סופר פארם, יש Be, יש גוּד פארם"""
74,19/12/2018,אלי כהן,על פעילות הממשלה להגברת התחרות במשק,כולנו,נאום,mostly untrue,כלכלה,יוקר המחיה,https://www.thewhistle.co.il/feed/O4Wk2Rw0jb,הכנסת ה-20,male,"""ביטלנו את כל הנושא של הבלעדיות בקניונים"""
75,03/06/2019,אלי כהן,על הגבלת ארגונים המחרימים את ישראל:,כולנו,פייסבוק,half true,חוץ ובטחון,יחסים בינ״ל,https://www.thewhistle.co.il/feed/ORxK9JJWjK,הכנסת ה-21,male,"""בכל העולם, כולל בגרמניה רק לאחרונה, מוציאים אל מחוץ לחוק את ה-BDS האנטישמיים"""
76,24/06/2019,אלי כהן,על המדיניות הכלכלית של יאיר לפיד:,כולנו,103FM,mostly untrue,כלכלה,העלאת מסים,https://www.thewhistle.co.il/feed/DKWRRrmWbj,הכנסת ה-21,male,"""העלאת מסים מדכאת את המשק, מורידה את הצמיחה, מעלה את האבטלה. זה בדיוק מה שקרה בתקופתו של לפיד"""
77,24/06/2019,אלי כהן,על עמדת הנגיד בשאלת הטיפול בגירעון:,כולנו,103FM,half true,כלכלה,גירעון,https://www.thewhistle.co.il/feed/8Oxr5mgyDq,הכנסת ה-21,male,"""נגידים תמיד אומרים להעלות מסים. הם אמרו את זה גם ב-2015, ב-2016 וב-2017. מתי הם אמרו לא להעלות מסים?"""
78,25/03/2018,אלי סדן,על התבטאויותיו בנוגע לנשים,,חברת החדשות,untrue,דת ומדינה,שוויון זכויות,https://www.thewhistle.co.il/feed/Z909OXNyqO,הכנסת ה-20,male,"""אחוז האימהות שחיות היום בלי נישואין בכלל - האמהות החד הוריות - גדל ב-80% ב-6 השנים האחרונות"""
79,11/10/2018,אליאב בן שמעון,על העלייה במספר ההרוגים בתאונות בנייה,,ערוץ 10,untrue,"עבודה, רווחה ובריאות",תאונות בנייה,https://www.thewhistle.co.il/feed/nJy3Yzk0PO,הכנסת ה-20,male,"""הנתונים לא השתנו בשנים האחרונות, מה שכן השתנה זה היקפי הבנייה בישראל שגדלו פי 2, מספר אתרי הבנייה שגדלו פי 2"""
80,18/01/2018,אלעזר שטרן,על משך כהונת רב עיר,יש עתיד,כאן ב׳,half true,דת ומדינה,הרבנות הראשית,https://www.thewhistle.co.il/feed/Jm0AKLZyaM,הכנסת ה-20,male,"""זה מצב לא הגיוני שרב עיר נבחר לכל החיים"""
81,28/02/2018,אלעזר שטרן,על מספר המתגייסים החרדים בעקבות חוק השוויון בנטל,יש עתיד,גל״צ,untrue,דת ומדינה,חוק הגיוס,https://www.thewhistle.co.il/feed/kDy83XvWwa,הכנסת ה-20,male,"""הייתה מגמה ברורה של עלייה. כשהממשלה הזאת ביטלה את חוק השוויון בנטל שיש עתיד הובילה בכנסת הקודמת, אז הייתה התמתנות של העלייה הזאת, אולי קצת ירידה, וזה ככה נמשך"""
82,21/10/2017,אמיר אוחנה,על ההצעה לאסור חקירת ראש ממשלה מכהן,ליכוד,טוויטר,untrue,חוק ומשפט,חקירות נתניהו,https://www.thewhistle.co.il/feed/M8W1OQexge,הכנסת ה-20,male,"""אולמרט בסופו של דבר זוכה מהפרשה בגינה קראו לו להתפטר (המעטפות)"""
83,11/02/2018,אמיר אוחנה,על היחסים הדיפלומטיים של ישראל,ליכוד,רדיו קול ברמה,untrue,חוץ ובטחון,יחסים בינ״ל,https://www.thewhistle.co.il/feed/ORxK98RWjK,הכנסת ה-20,male,"""בנושא יחסי החוץ מדינת ישראל נמצאת עם קשרים דיפלומטים עם יותר מדינות מאשר אי פעם בעבר באיזושהי נקודת זמן"""
84,06/03/2018,אמיר אוחנה,על גיוס עדי מדינה בחקירות רה״מ,ליכוד,קשת,untrue,חוק ומשפט,חקירות נתניהו,https://www.thewhistle.co.il/feed/36xj8qwWRd,הכנסת ה-20,male,"""הריבוי של עדי מדינה, ואני לא מכיר אף חשוד אחר במדינת ישראל, שידעה ארגוני פשיעה [...] ושידעה רוצחים ושידעה אנסים, אף חשוד בתולדות מדינת ישראל שהיו נגדו שלושה עדי מדינה, וזה מסמן לי שאין למשטרה באמת ראיות"""
85,21/05/2018,אמיר אוחנה,2# על ח״כים ערבים בבחירות,ליכוד,רדיו דרום,untrue,"כנסת, ממשלה ומנהל ציבורי",פסקת ההתגברות,https://www.thewhistle.co.il/feed/M8W1ONzxge,הכנסת ה-20,male,"""פסקת ההתגברות יכולה לתת פתרון גם לסוגיות כאלה כמו סעיף 7א, למשל החלטה כזו שאנחנו נוכל להתגבר על פסיקת בית המשפט העליון"""
86,21/05/2018,אמיר אוחנה,על ח״כים ערבים בבחירות,ליכוד,רדיו דרום,mostly untrue,"כנסת, ממשלה ומנהל ציבורי",פסקת ההתגברות,https://www.thewhistle.co.il/feed/a5xQzwE0qA,הכנסת ה-20,male,"""סעיף 7א לחוק יסוד: הכנסת קובע שאנשים שתומכים בעמדות הללו לא צריכים להיות בכנסת [...] חוק ההשעיה קובע שאם ח""כ לא עמד בתבחיני סעיף 7א לא רק שהוא לא יוכל להיבחר לכנסת, אלא כהונתו תיפסק. אבל שוב ושוב הדבר הזה נמנע על ידי ביהמ""ש"""
87,02/07/2018,אמיר אוחנה,על גיוס חרדים בשנים האחרונות,ליכוד,רדיו ירושלים,TRUE,דת ומדינה,חוק הגיוס,https://www.thewhistle.co.il/feed/rVxwgm2xmA,הכנסת ה-20,male,"""במהלך השנים האחרונות, תחת כהונת ראש הממשלה נתניהו, יותר ויותר חרדים מתגייסים לצה""ל"""
88,08/07/2018,אמיר אוחנה,על שימוש בנשק פרטי ברצח במשפחה,ליכוד,רשת,misleading,חוק ומשפט,רישויון לנשק,https://www.thewhistle.co.il/feed/nJy3Y670PO,הכנסת ה-20,male,"""מאז 2000 ועד 2017, שיעור כלי הנשק הפרטיים ששימשו במעשי רצח במשפחה, שהם מעשים נוראיים שיש להלחם בהם כמובן, עומד על כ-2%"""
89,18/07/2018,אמיר אוחנה,על חוק הפונדקאות,ליכוד,גל״צ,untrue,דת ומדינה,שוויון זכויות,https://www.thewhistle.co.il/feed/DKWRRweWbj,הכנסת ה-20,male,"""יש רק שתי מדינות בעולם שמאפשרות פונדקאות לזוגות מאותו מין - ארה""ב וקנדה [...] אבל הזעקה הזאת ש'איראן זה כאן' - בואו נגיד את האמת, שוודיה זה כאן, דנמרק זה כאן, צרפת ובלגיה זה כאן"""
90,22/08/2018,אמיר אוחנה,על השימוש בנשק חם ברישיון במקרי רצח במשפחה,ליכוד,גל״צ,mostly untrue,חוק ומשפט,רישויון לנשק,https://www.thewhistle.co.il/feed/owxvg9E0V6,הכנסת ה-20,male,"""כשאנחנו בודקים את הנתונים בשני העשורים האחרונים אנחנו מוצאים ש-2% בערך בוצעו על ידי כלי נשק פרטיים [...] 98% מהמקרים האחרים של רצח בתוך המשפחה אירעו בסכין, גרזן, פטיש, חניקה"""
91,01/11/2018,אמיר אוחנה,על שמירת ראיות על ידי המשטרה,ליכוד,ערוץ 20,TRUE,חוק ומשפט,משטרת ישראל,https://www.thewhistle.co.il/feed/dJxVqmKy2D,הכנסת ה-20,male,"""אין חוק כזה שמחייב את המשטרה לשמור מוצגים"""
92,18/01/2019,אמיר אוחנה,"על הכרעת היועמ""ש אחרי שימוע לשר חיים כץ",ליכוד,קשת,untrue,חוק ומשפט,שימוע לחיים כץ,https://www.thewhistle.co.il/feed/jKx286ZWZq,מע׳ בחירות,male,"""חיים כץ נחקר בפרשיית התעשייה האווירית. החליט היועמ""ש שיש מקום להגיש כתבי אישום, וקיים לו שימוע. לפני שבועיים [...] החליט היועמ""ש - 'אינני מגיש נגדך כתב אישום, קיבלתי את טענותיך בשימוע'"""
93,08/03/2019,אמיר אוחנה,על מחירי החשמל,ליכוד,קשת,mostly true,כלכלה,יוקר המחיה,https://www.thewhistle.co.il/feed/2GWMp5w0nv,מע׳ בחירות,male,"""גם מחירי החשמל ירדו בעשור האחרון"""
94,08/03/2019,אמיר אוחנה,על מספר המדינות שעימן לישראל יש יחסים דיפלומטיים:,ליכוד,קשת,untrue,חוץ ובטחון,יחסי חוץ,https://www.thewhistle.co.il/feed/AqW78BKyaJ,מע׳ בחירות,male,"""מעולם ישראל לא הייתה בקשרים דיפלומטיים עם יותר מדינות מאשר בנקודת הזמן הזו"""
95,17/03/2019,אמיר אוחנה,על אזרחים הרוגים בעקבות פעילות טרור מעזה:,ליכוד,103FM,misleading,חוץ ובטחון,סכסוך ישראלי-פלסטיני,https://www.thewhistle.co.il/feed/47yD85DyGP,מע׳ בחירות,male,"""נכון, יש טילים מעזה [...] אני אגיד לך מה עוד יש מעזה - חמש שנים מאז צוק איתן של אפס אזרחים ישראלים הרוגים. זה חסר תקדים מאז 1967!"""
96,12/07/2019,אמיר אוחנה,על השקעת הממשלה בחינוך:,ליכוד,רשת,mostly true,כלכלה,תקציב החינוך,https://www.thewhistle.co.il/feed/47yD37GWGP,מע׳ בחירות,male,"""בשנה האחרונה, אם אני לא טועה, תקציב החינוך עבר את תקציב הביטחון. זה דבר שלא היה בתולדות המדינה"""
97,07/10/2018,אסף הראל,על מיזם שיתוף המכוניות 'אוטותל',,פייסבוק,untrue,תחבורה,תחבורה,https://www.thewhistle.co.il/feed/2GWMpOM0nv,הכנסת ה-20,male,"""יש לזה כולה 1,000 משתמשים קבועים"""
98,15/10/2018,אסף הראל,על מצב החינוך בתל-אביב-יפו,,פייסבוק,untrue,"חינוך, תרבות וספורט",חינוך בתל אביב יפו,https://www.thewhistle.co.il/feed/aVyNX2g0K8,הכנסת ה-20,male,"""אחוז הזכאים לבגרות ברמת אביב עומד על 93%. מרשים. בכפר-שלם – 9%. נראה לכם לגיטימי פער כל כך גדול במערכת החינוך בעיר?"""
99,21/05/2019,אסף זמיר,על מרכזיותה של תל אביב,כחול לבן,ערוץ הכנסת,mostly untrue,כלכלה,תל אביב,https://www.thewhistle.co.il/feed/VnWb2rNWve,הכנסת ה-21,male,"""למה ב-2005 שונה החוק, ועל ידי מי? בהובלת מי שעמד בראש ועדת חוקה, מיקי איתן [...] כשהצביעו בשבילו כל חברי הליכוד, וכמות ענקית, אולי רוב, של חברי הכנסת"""
100,23/08/2017,אריה דרעי,על ההפגנות מחוץ לבית היועמ״ש,"ש""ס",גל״צ,untrue,חוק ומשפט,חקירות נתניהו,https://www.thewhistle.co.il/feed/OZWqmPkWjw,הכנסת ה-20,male,"""אני מאוד לא אוהב את כל ההפגנות הללו שעושים מול היועץ המשפטי, לא היה תקדים לזה אף פעם"""
101,30/08/2017,אריה דרעי,על פסיקת בג״צ בעניין מבקשי מקלט,"ש""ס",103FM,mostly untrue,דת ומדינה,הגירה,https://www.thewhistle.co.il/feed/a5xQz9D0qA,הכנסת ה-20,male,"""הם לא פליטים, הם לא מי שעל פי האמנה הבינלאומית מוכרים כפליט. הם מסתנני עבודה נטו"" "
102,27/11/2017,אריה דרעי,על ההסכם הקואליציוני,"ש""ס",ישיבת סיעה בכנסת,untrue,דת ומדינה,השבת,https://www.thewhistle.co.il/feed/owxvgQQ0V6,הכנסת ה-20,male,"""יש סעיף מפורש בהסכם הקואליציוני שאם יש פסיקות של בית משפט העליון שמפרות את הסטטוס קוו הקואליציה מחוייבת לתקן בחקיקה"""
103,01/02/2018,אריה דרעי,על עובדים זרים לא חוקיים בישראל,"ש""ס",גל״צ,untrue,דת ומדינה,הגירה,https://www.thewhistle.co.il/feed/O10Y98J0wq,הכנסת ה-20,male,"""יש 25 אלף תאילנדים שעובדים כאן [...] אין תאילנדי שהגיע לארץ בחקלאות ולא חזר בחזרה. אותו דבר העובדים הסינים שבאים לכאן, ואותו דבר עובדי הסיעוד"""
104,01/02/2018,אריה דרעי,על מבקשי המקלט ומהגרי העבודה מאריתריאה וסודן,"ש""ס",גל״צ,mostly untrue,דת ומדינה,הגירה,https://www.thewhistle.co.il/feed/QOxe2lk0GE,הכנסת ה-20,male,"""נתנו להם את כל מה שאפשר, כולל זכויות בריאות וחינוך ועבודה שנתנו להם"""
105,03/06/2018,אריה דרעי,על חוק הגיור,"ש""ס",הודעה לעיתונות,mostly untrue,דת ומדינה,חוק הגיור,https://www.thewhistle.co.il/feed/YXylJk10w2,הכנסת ה-20,male,"""המוסמך היחידי על פי תקנות הממשלה להגיש הצעת חוק בנושא הגיור הוא שר הפנים"""
